annual_inc,application_type,avg_cur_bal,chargeoff_within_12_mths,delinq_2yrs,dti,emp_length,grade,inq_last_12m,installment,loan_amnt,num_actv_bc_tl,pub_rec_bankruptcies,home_ownership,term,mort_acc,num_tl_90g_dpd_24m,purpose,year,loan_default,job
143000.0,Individual,10465.0,0.0,0.0,17.41,10,B,6.0,660.4,21000,6.0,0.0,MORTGAGE,36,1.0,0.0,other,2017,0,manager
75000.0,Individual,742.0,0.0,0.0,1.22,3,A,0.0,542.07,18000,2.0,0.0,RENT,36,0.0,0.0,home_improvement,2015,0,physician
50000.0,Individual,3133.0,0.0,0.0,21.87,10,G,10.0,411.7,13000,5.0,0.0,OWN,60,1.0,0.0,small_business,2016,0,leader
50000.0,Individual,1255.0,0.0,0.0,22.51,2,A,0.0,198.76,6400,4.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
42000.0,Individual,4726.0,0.0,0.0,33.66,2,D,2.0,235.28,6600,1.0,0.0,OWN,36,0.0,0.0,credit_card,2016,0,manager
70000.0,Individual,5000.0,0.0,0.0,14.95,2,B,5.0,1091.93,33600,4.0,0.0,RENT,36,0.0,0.0,major_purchase,2016,0,other
80000.0,Individual,17621.0,0.0,0.0,18.24,10,A,1.0,752.87,25000,8.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,teacher
48000.0,Individual,1679.0,0.0,0.0,27.2,10,A,0.0,462.96,15000,4.0,1.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,manager
90000.0,Individual,5356.0,0.0,0.0,7.55,9,C,2.0,171.09,5000,1.0,0.0,RENT,36,0.0,0.0,major_purchase,2017,0,manager
83200.0,Individual,4646.0,0.0,0.0,18.89,10,C,0.0,848.27,25000,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,manager
160000.0,Individual,39566.0,0.0,1.0,10.29,3,D,4.0,211.81,6000,1.0,0.0,MORTGAGE,36,8.0,0.0,debt_consolidation,2016,0,engineer
130000.0,Individual,8659.0,0.0,0.0,24.68,4,C,10.0,555.04,16000,1.0,0.0,MORTGAGE,36,2.0,0.0,home_improvement,2017,0,director
33000.0,Individual,8429.0,0.0,1.0,19.45,2,B,4.0,296.66,9000,2.0,0.0,MORTGAGE,36,0.0,0.0,home_improvement,2016,1,specialist
78000.0,Individual,7228.0,0.0,1.0,27.02,10,E,3.0,513.22,20000,4.0,0.0,RENT,60,0.0,1.0,debt_consolidation,2015,0,welder
90000.0,Individual,6631.0,0.0,0.0,17.65,10,E,3.0,501.14,18000,3.0,0.0,RENT,60,4.0,0.0,debt_consolidation,2016,0,manager
40000.0,Individual,1031.0,0.0,4.0,9.36,1,B,1.0,98.92,3000,1.0,0.0,MORTGAGE,36,0.0,4.0,credit_card,2016,0,other
75000.0,Individual,3464.0,0.0,0.0,29.84,10,E,4.0,586.62,19500,6.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2017,0,manager
45000.0,Individual,6644.0,0.0,0.0,23.92,1,B,0.0,498.15,15000,2.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,engineer
104412.0,Individual,18472.0,0.0,0.0,16.07,9,E,0.0,974.44,35000,8.0,0.0,MORTGAGE,60,1.0,0.0,home_improvement,2016,0,officer
165000.0,Individual,19422.0,0.0,0.0,20.67,10,A,0.0,602.3,20000,3.0,0.0,MORTGAGE,36,4.0,0.0,debt_consolidation,2016,0,manager
79538.0,Individual,38402.0,0.0,0.0,17.63,10,B,2.0,228.88,7000,4.0,1.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2018,0,other
75000.0,Individual,5383.0,0.0,0.0,13.73,4,A,0.0,39.98,1300,3.0,0.0,RENT,36,0.0,0.0,credit_card,2018,0,other
32000.0,Individual,2397.0,0.0,0.0,8.74,6,C,6.0,255.14,7500,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,1,support
79000.0,Individual,4088.0,0.0,1.0,22.14,10,D,5.0,1327.45,35000,1.0,0.0,MORTGAGE,36,1.0,0.0,other,2016,1,officer
52000.0,Joint App,51655.0,0.0,0.0,15.94,7,D,3.0,184.35,5000,1.0,1.0,MORTGAGE,36,4.0,0.0,debt_consolidation,2018,0,teacher
65000.0,Individual,770.0,0.0,0.0,5.91,5,B,1.0,67.7,2100,4.0,0.0,RENT,36,0.0,0.0,moving,2017,0,engineer
35000.0,Individual,15237.0,0.0,0.0,8.88,4,C,2.0,51.33,1500,3.0,0.0,MORTGAGE,36,1.0,0.0,other,2017,0,lead
185000.0,Individual,21735.0,0.0,1.0,4.09,10,C,3.0,402.08,12000,9.0,0.0,MORTGAGE,36,6.0,0.0,debt_consolidation,2018,0,sales
400000.0,Individual,64556.0,0.0,0.0,10.07,1,C,2.0,1174.91,35000,10.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2017,0,other
40000.0,Individual,1861.0,0.0,0.0,17.07,5,A,1.0,154.37,5000,6.0,0.0,RENT,36,0.0,0.0,home_improvement,2016,0,director
90000.0,Individual,6473.0,0.0,0.0,8.09,4,D,1.0,256.39,10000,3.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2018,1,sales
100000.0,Individual,25104.0,0.0,0.0,4.54,10,A,1.0,201.87,6500,6.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,other
106000.0,Individual,28638.0,0.0,0.0,16.11,8,B,0.0,237.06,7200,3.0,0.0,MORTGAGE,36,4.0,0.0,credit_card,2017,0,manager
57000.0,Individual,2699.0,0.0,0.0,14.59,9,C,2.0,850.2,25075,4.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,teacher
30000.0,Individual,12855.0,0.0,0.0,17.88,2,C,3.0,239.21,7000,3.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,assistant
125000.0,Individual,4246.0,0.0,1.0,15.31,1,E,2.0,1335.7,34050,4.0,1.0,RENT,36,0.0,0.0,debt_consolidation,2016,1,other
200000.0,Individual,68429.0,0.0,0.0,17.92,1,C,5.0,693.21,20000,3.0,0.0,MORTGAGE,36,4.0,0.0,debt_consolidation,2016,0,other
128500.0,Individual,19291.0,0.0,0.0,16.74,6,B,2.0,577.42,27500,1.0,0.0,MORTGAGE,60,7.0,0.0,debt_consolidation,2016,0,instructor
39500.0,Individual,1368.0,0.0,0.0,5.56,9,D,0.0,177.76,4850,1.0,0.0,MORTGAGE,36,0.0,0.0,debt_consolidation,2016,1,secretary
73000.0,Individual,10393.0,0.0,0.0,20.2,8,A,0.0,462.96,15000,3.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,manager
48000.0,Joint App,3566.0,0.0,0.0,30.2,1,C,2.0,400.12,16800,5.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2017,1,driver
38000.0,Individual,94.0,0.0,0.0,7.03,4,D,3.0,203.42,5550,1.0,0.0,OWN,36,0.0,0.0,car,2017,0,other
96000.0,Individual,2744.0,0.0,0.0,7.58,10,B,0.0,296.75,9000,3.0,1.0,RENT,36,1.0,0.0,credit_card,2016,0,admin
65000.0,Individual,4105.0,0.0,0.0,9.36,2,C,3.0,143.53,4200,3.0,0.0,RENT,36,0.0,0.0,vacation,2016,0,associate
120000.0,Individual,56562.0,0.0,0.0,20.54,5,C,1.0,271.45,8000,2.0,1.0,MORTGAGE,36,1.0,0.0,other,2016,0,manager
50000.0,Individual,12208.0,0.0,0.0,17.79,5,A,0.0,557.52,18000,1.0,0.0,RENT,36,0.0,0.0,other,2017,0,agent
87500.0,Individual,21389.0,0.0,0.0,4.53,10,A,6.0,342.63,11000,2.0,0.0,MORTGAGE,36,4.0,0.0,home_improvement,2016,1,tech
72000.0,Individual,15681.0,0.0,0.0,13.94,10,B,5.0,656.86,20000,5.0,0.0,MORTGAGE,36,3.0,0.0,credit_card,2015,0,teacher
230000.0,Individual,30968.0,0.0,1.0,13.04,4,A,1.0,365.5,12000,2.0,0.0,MORTGAGE,36,1.0,0.0,home_improvement,2017,0,physician
60000.0,Individual,18928.0,0.0,0.0,23.8,2,B,4.0,489.31,15000,2.0,0.0,MORTGAGE,36,1.0,0.0,other,2016,0,owner
100000.0,Individual,53444.0,0.0,1.0,14.91,10,A,1.0,1095.33,35000,5.0,0.0,MORTGAGE,36,3.0,0.0,credit_card,2016,0,other
20000.0,Individual,2953.0,0.0,3.0,27.49,3,C,1.0,122.15,3600,4.0,0.0,RENT,36,0.0,0.0,credit_card,2016,1,assistant
40800.0,Individual,8968.0,0.0,0.0,7.91,1,C,2.0,91.42,2675,2.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,designer
45000.0,Individual,3996.0,0.0,0.0,30.09,9,C,6.0,150.37,4400,3.0,0.0,RENT,36,0.0,0.0,medical,2016,0,manager
80000.0,Individual,3210.0,0.0,0.0,14.36,10,B,1.0,324.98,10000,6.0,1.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,other
35000.0,Individual,13216.0,0.0,1.0,30.72,10,C,0.0,344.72,15500,2.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2015,1,owner
55000.0,Individual,592.0,0.0,0.0,3.6,7,A,1.0,451.73,15000,2.0,0.0,OWN,36,0.0,0.0,home_improvement,2016,1,other
75000.0,Joint App,6419.0,0.0,0.0,26.67,6,D,1.0,1069.44,30000,3.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2017,0,driver
130000.0,Individual,16831.0,0.0,0.0,18.82,10,D,3.0,708.03,27300,6.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2016,0,owner
40000.0,Individual,5094.0,0.0,0.0,33.15,1,G,0.0,368.86,11200,2.0,0.0,RENT,60,0.0,0.0,renewable_energy,2017,0,manager
99387.17,Individual,30804.0,0.0,0.0,18.67,10,B,1.0,426.69,13050,6.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2017,0,operator
31000.0,Individual,1317.0,0.0,0.0,11.65,1,A,2.0,375.88,12000,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,other
36004.0,Individual,4876.0,0.0,1.0,32.27,2,D,3.0,461.7,12425,2.0,1.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,processor
147000.0,Individual,18591.0,0.0,1.0,15.7,10,D,0.0,681.88,24950,5.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2016,0,manager
50000.0,Individual,2170.0,0.0,0.0,15.63,1,C,2.0,555.99,25000,1.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2016,0,other
40000.0,Individual,6599.0,0.0,1.0,17.58,10,F,4.0,387.78,10000,2.0,0.0,MORTGAGE,36,1.0,0.0,credit_card,2016,0,supervisor
44000.0,Individual,9314.0,0.0,0.0,22.12,4,B,2.0,196.03,6150,3.0,1.0,MORTGAGE,36,0.0,0.0,vacation,2016,0,counselor
85000.0,Individual,7264.0,0.0,2.0,28.48,9,B,2.0,803.75,25000,5.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,1,supervisor
90000.0,Individual,5154.0,0.0,0.0,14.48,1,B,1.0,252.14,8000,3.0,0.0,RENT,36,0.0,0.0,home_improvement,2016,0,manager
37000.0,Individual,2602.0,0.0,0.0,23.26,6,C,4.0,100.78,3000,2.0,1.0,MORTGAGE,36,2.0,0.0,medical,2016,0,assistant
85000.0,Individual,5991.0,0.0,0.0,31.78,4,B,2.0,235.42,7200,0.0,1.0,RENT,36,1.0,0.0,other,2017,0,supervisor
45000.0,Individual,3954.0,0.0,0.0,24.56,10,C,5.0,234.99,7000,4.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,painter
134000.0,Individual,64286.0,0.0,0.0,15.92,1,C,4.0,570.88,16825,3.0,0.0,MORTGAGE,36,9.0,0.0,debt_consolidation,2016,0,owner
45000.0,Joint App,20457.0,0.0,0.0,8.95,2,B,0.0,329.72,10000,3.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2017,0,administration
25000.0,Individual,2789.0,0.0,0.0,21.99,10,D,6.0,416.7,15600,3.0,0.0,OWN,60,0.0,0.0,debt_consolidation,2018,0,other
65000.0,Joint App,35545.0,0.0,0.0,16.84,5,D,4.0,459.14,16800,3.0,0.0,MORTGAGE,60,7.0,0.0,debt_consolidation,2016,0,engineer
50000.0,Individual,5120.0,0.0,0.0,10.61,7,B,1.0,163.49,5000,2.0,0.0,MORTGAGE,36,0.0,0.0,debt_consolidation,2017,0,service
42389.0,Individual,6300.0,0.0,0.0,34.63,10,D,3.0,776.09,21175,1.0,0.0,OWN,36,1.0,0.0,other,2016,1,other
70000.0,Individual,16495.0,0.0,0.0,7.68,5,A,1.0,361.38,12000,6.0,0.0,RENT,36,2.0,0.0,debt_consolidation,2016,0,sales
76000.0,Individual,17541.0,0.0,0.0,9.22,10,A,3.0,361.38,12000,4.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,analyst
57720.0,Individual,3616.0,0.0,0.0,31.08,4,C,1.0,568.7,25000,4.0,0.0,RENT,60,3.0,0.0,debt_consolidation,2016,1,manager
173000.0,Individual,16396.0,0.0,0.0,33.66,10,A,1.0,783.07,25000,2.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2017,0,manager
82500.0,Individual,5911.0,0.0,0.0,28.38,1,C,2.0,291.76,12000,3.0,0.0,RENT,60,2.0,0.0,debt_consolidation,2016,0,other
140000.0,Individual,19583.0,0.0,2.0,26.66,5,B,3.0,446.31,14000,4.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,operator
116000.0,Individual,12833.0,0.0,0.0,21.2,4,C,0.0,1196.05,35000,8.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,resources
27040.0,Individual,2047.0,0.0,0.0,23.17,3,B,0.0,149.45,4500,6.0,0.0,RENT,36,0.0,0.0,credit_card,2017,0,manager
95065.0,Individual,20774.0,0.0,0.0,7.46,3,D,3.0,1300.55,35000,4.0,0.0,MORTGAGE,36,3.0,0.0,home_improvement,2016,0,electrician
54000.0,Individual,2862.0,0.0,0.0,35.09,10,C,0.0,344.64,9800,4.0,1.0,RENT,36,0.0,0.0,medical,2017,0,representative
54000.0,Individual,1933.0,0.0,0.0,13.32,7,B,3.0,159.38,5000,1.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,manager
46000.0,Individual,578.0,0.0,0.0,13.94,10,C,5.0,277.9,7950,3.0,0.0,RENT,36,0.0,0.0,other,2016,1,clerk
52500.0,Individual,2442.0,0.0,0.0,21.23,10,A,1.0,500.58,16000,4.0,0.0,OWN,36,0.0,0.0,debt_consolidation,2016,0,manager
34000.0,Individual,2864.0,0.0,0.0,12.35,4,A,0.0,180.69,6000,2.0,0.0,RENT,36,0.0,0.0,major_purchase,2016,0,teacher
80500.0,Individual,29140.0,0.0,0.0,18.93,10,E,0.0,917.19,35000,2.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2015,0,manager
28000.0,Individual,1952.0,0.0,0.0,25.68,6,A,0.0,91.94,3000,3.0,0.0,RENT,36,0.0,0.0,other,2016,0,aide
54600.0,Individual,3255.0,0.0,0.0,13.87,10,E,5.0,524.06,13650,5.0,0.0,MORTGAGE,36,0.0,0.0,debt_consolidation,2016,0,mechanic
57000.0,Individual,11811.0,0.0,0.0,14.97,4,A,1.0,312.95,10000,3.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,attendant
63000.0,Individual,26361.0,0.0,0.0,15.01,3,A,0.0,245.96,8000,1.0,0.0,MORTGAGE,36,1.0,0.0,house,2018,0,firefighter
46000.0,Individual,6701.0,0.0,0.0,21.24,10,C,2.0,332.1,10000,3.0,1.0,MORTGAGE,36,2.0,0.0,home_improvement,2016,0,supervisor
55000.0,Individual,33510.0,0.0,0.0,9.12,6,B,2.0,245.57,12000,0.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2016,0,installer
180000.0,Individual,24569.0,0.0,0.0,13.25,10,C,7.0,839.83,25000,5.0,0.0,MORTGAGE,36,6.0,0.0,debt_consolidation,2016,1,other
70000.0,Individual,4228.0,0.0,0.0,16.01,10,C,0.0,721.89,32000,3.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2018,0,nurse
120000.0,Individual,31571.0,0.0,2.0,5.51,10,D,2.0,642.56,18000,5.0,0.0,MORTGAGE,36,4.0,0.0,credit_card,2017,0,sales
86000.0,Individual,4614.0,0.0,0.0,6.03,9,E,2.0,829.91,28000,4.0,0.0,RENT,60,0.0,0.0,major_purchase,2017,1,manager
85000.0,Individual,35155.0,0.0,0.0,18.99,10,A,1.0,563.98,18000,4.0,0.0,MORTGAGE,36,3.0,0.0,home_improvement,2016,1,server
75000.0,Individual,1358.0,0.0,1.0,9.9,10,B,2.0,192.93,6000,2.0,1.0,OWN,36,6.0,0.0,credit_card,2015,0,director
100000.0,Individual,22905.0,0.0,2.0,17.0,10,C,4.0,704.03,29600,3.0,0.0,MORTGAGE,60,3.0,0.0,debt_consolidation,2017,1,dealer
24000.0,Individual,4763.0,0.0,0.0,7.56,4,A,2.0,219.0,7000,5.0,0.0,RENT,36,0.0,0.0,major_purchase,2016,1,technician
45000.0,Individual,18931.0,0.0,0.0,10.11,3,C,1.0,321.8,9350,1.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,1,machinist
35000.0,Individual,3420.0,0.0,0.0,21.47,2,D,10.0,89.2,2400,4.0,1.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,assistant
90000.0,Individual,25342.0,0.0,0.0,10.6,3,C,2.0,410.6,12000,4.0,0.0,MORTGAGE,36,2.0,0.0,home_improvement,2017,0,owner
200000.0,Individual,6045.0,0.0,0.0,7.58,6,C,2.0,1213.12,35000,3.0,0.0,RENT,36,0.0,0.0,credit_card,2016,0,advisor
121898.0,Individual,22720.0,0.0,0.0,24.17,10,C,2.0,875.65,36000,2.0,0.0,MORTGAGE,60,4.0,0.0,debt_consolidation,2018,0,manager
70000.0,Individual,30665.0,0.0,0.0,26.43,5,B,2.0,487.47,15000,2.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2016,0,analyst
41000.0,Individual,2570.0,0.0,1.0,14.52,1,C,0.0,415.93,12000,2.0,0.0,RENT,36,2.0,0.0,debt_consolidation,2017,0,therapist
80000.0,Individual,6165.0,0.0,0.0,28.64,10,B,4.0,324.98,10000,4.0,0.0,OWN,36,0.0,0.0,debt_consolidation,2016,0,manager
52000.0,Individual,9469.0,0.0,1.0,21.74,9,E,1.0,550.96,20800,3.0,0.0,RENT,60,3.0,1.0,debt_consolidation,2015,1,dispatcher
25000.0,Individual,18405.0,0.0,0.0,11.28,2,B,0.0,231.48,7200,1.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,secretary
101000.0,Individual,2892.0,0.0,1.0,13.66,8,A,4.0,109.63,3500,5.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,manager
166400.0,Individual,29396.0,0.0,0.0,12.79,10,A,0.0,271.04,9000,2.0,0.0,MORTGAGE,36,4.0,0.0,credit_card,2015,0,other
120000.0,Individual,917.0,0.0,0.0,10.85,3,A,1.0,737.28,23500,7.0,1.0,RENT,36,0.0,0.0,credit_card,2018,0,other
28800.0,Joint App,2971.0,0.0,0.0,25.67,1,B,4.0,358.83,11000,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,technician
100000.0,Individual,3495.0,0.0,0.0,12.19,10,B,4.0,241.13,11500,3.0,1.0,MORTGAGE,60,0.0,0.0,credit_card,2018,0,manager
24000.0,Individual,3279.0,0.0,0.0,19.8,10,B,4.0,131.87,4000,2.0,0.0,RENT,36,1.0,0.0,credit_card,2016,1,other
45000.0,Individual,2325.0,0.0,2.0,21.73,10,B,2.0,179.83,5500,3.0,0.0,RENT,36,0.0,0.0,moving,2017,1,teacher
92000.0,Individual,6282.0,0.0,0.0,20.79,10,B,3.0,570.97,28000,3.0,0.0,RENT,60,4.0,0.0,credit_card,2017,0,manager
50000.0,Individual,3246.0,0.0,0.0,9.36,9,B,1.0,423.89,13000,1.0,0.0,OWN,36,0.0,0.0,debt_consolidation,2018,0,other
20000.0,Individual,9535.0,0.0,0.0,30.85,1,B,0.0,96.71,3000,1.0,1.0,RENT,36,1.0,0.0,debt_consolidation,2018,0,professor
102000.0,Individual,1957.0,0.0,0.0,12.42,4,D,2.0,1042.43,27500,1.0,0.0,OWN,36,1.0,0.0,major_purchase,2017,0,manager
40000.0,Individual,4214.0,0.0,0.0,31.35,10,D,2.0,264.89,10000,1.0,1.0,RENT,60,0.0,0.0,debt_consolidation,2016,0,auditor
30000.0,Individual,2181.0,0.0,0.0,11.6,8,E,0.0,280.42,10000,1.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2017,1,other
42000.0,Individual,6021.0,0.0,0.0,22.06,9,B,3.0,377.37,12000,5.0,1.0,MORTGAGE,36,2.0,0.0,credit_card,2016,1,other
35000.0,Individual,16489.0,0.0,0.0,10.19,1,F,1.0,423.98,15000,3.0,1.0,MORTGAGE,60,2.0,0.0,credit_card,2016,0,manager
110000.0,Individual,40250.0,0.0,1.0,6.84,1,C,4.0,604.24,18000,3.0,0.0,OWN,36,5.0,0.0,debt_consolidation,2016,0,consultant
57000.0,Individual,9677.0,0.0,0.0,11.57,5,C,3.0,412.82,12000,1.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,1,teacher
88000.0,Individual,1730.0,0.0,0.0,10.42,10,C,1.0,252.67,7500,2.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,1,technologist
52000.0,Individual,15306.0,0.0,2.0,12.21,4,D,4.0,447.09,16875,2.0,0.0,RENT,60,2.0,2.0,home_improvement,2017,0,service
50000.0,Individual,846.0,0.0,0.0,12.27,6,C,2.0,415.93,12000,13.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,1,other
50000.0,Individual,2630.0,0.0,0.0,8.67,7,C,6.0,279.16,12000,4.0,0.0,MORTGAGE,60,1.0,0.0,credit_card,2017,0,manager
66500.0,Individual,6526.0,0.0,0.0,44.99,10,E,0.0,552.04,20000,4.0,0.0,RENT,60,0.0,0.0,credit_card,2016,0,other
78000.0,Individual,29978.0,0.0,0.0,13.75,10,A,4.0,626.64,20000,5.0,1.0,RENT,36,4.0,0.0,credit_card,2016,0,operator
64800.0,Individual,6722.0,0.0,3.0,11.18,1,E,12.0,245.19,6100,1.0,0.0,RENT,36,0.0,2.0,medical,2017,1,other
75000.0,Individual,41750.0,0.0,0.0,11.33,10,A,2.0,465.5,15000,1.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2018,0,other
25000.0,Individual,1491.0,0.0,3.0,24.92,1,C,1.0,74.76,2200,1.0,0.0,OWN,36,0.0,0.0,debt_consolidation,2017,1,other
88000.0,Individual,35362.0,0.0,0.0,12.81,10,C,5.0,512.6,15000,8.0,0.0,MORTGAGE,36,4.0,0.0,debt_consolidation,2016,1,manager
73000.0,Individual,10132.0,0.0,0.0,24.68,10,B,2.0,296.32,9000,5.0,0.0,MORTGAGE,36,1.0,0.0,home_improvement,2016,0,other
35000.0,Individual,7384.0,0.0,0.0,26.51,1,G,0.0,506.7,15400,2.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2017,1,other
64400.0,Individual,19661.0,0.0,0.0,27.37,9,B,14.0,193.67,6075,3.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2015,0,analyst
55000.0,Individual,2617.0,0.0,0.0,13.63,1,D,1.0,491.53,18000,6.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2017,1,manager
75000.0,Individual,36025.0,0.0,0.0,5.1,10,B,5.0,792.39,24050,2.0,0.0,OWN,36,6.0,0.0,house,2017,0,chief
65000.0,Joint App,3433.0,0.0,0.0,13.59,4,C,0.0,619.23,26000,4.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2017,0,tech
115000.0,Individual,2555.0,0.0,0.0,10.68,1,C,0.0,335.12,10000,4.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,engineer
35000.0,Individual,2854.0,0.0,0.0,14.08,2,B,3.0,158.98,5000,5.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,owner
27000.0,Individual,7704.0,0.0,0.0,19.2,10,B,3.0,39.0,1200,1.0,0.0,RENT,36,3.0,0.0,credit_card,2016,0,other
17798.0,Individual,3651.0,0.0,0.0,10.45,2,D,2.0,212.58,6000,1.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2015,1,technician
63500.0,Individual,22009.0,0.0,0.0,29.48,2,B,2.0,49.43,1500,2.0,0.0,RENT,36,0.0,0.0,moving,2016,0,attorney
90000.0,Individual,521.0,0.0,0.0,2.67,3,B,4.0,429.09,20000,4.0,1.0,RENT,60,0.0,0.0,credit_card,2017,0,advisor
107565.0,Individual,2815.0,0.0,1.0,4.75,4,A,0.0,532.64,17000,1.0,0.0,OWN,36,1.0,0.0,major_purchase,2016,0,pharmacist
80000.0,Individual,15521.0,0.0,0.0,25.5,1,B,2.0,241.32,11000,3.0,0.0,RENT,60,0.0,0.0,credit_card,2017,0,engineer
90000.0,Individual,4527.0,0.0,1.0,11.8,2,B,2.0,261.08,8000,6.0,0.0,RENT,36,0.0,0.0,credit_card,2016,0,developer
67000.0,Individual,6790.0,0.0,0.0,14.37,4,C,0.0,386.05,11500,1.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
81000.0,Individual,18993.0,0.0,0.0,6.26,6,B,1.0,756.4,24000,4.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,manager
