max_severity,ave_severity,sentence_time,sentence_served,repeat_offender,substance_use,support,education,reoffend
2,1.166666667,57.61416373,8.459427031,0,0,0,2,0
2,1.5,19.24776322,10.25624283,0,0,1,2,1
1,1,8.949140585,4.303372666,0,0,0,1,1
1,1,8.906180304,1.709394545,0,1,1,1,0
2,1.25,90.06956923,87.22759317,0,0,1,2,1
3,1.5,70.47392096,4.406293521,1,0,0,2,0
2,1.333333333,72.14896775,58.15328611,0,0,1,2,0
3,1.6,166.4406816,72.91650555,1,0,1,1,0
2,1.333333333,20.29927726,18.22292956,0,1,1,1,1
1,1,17.30497223,10.3497095,0,1,0,1,0
1,1,17.75326248,2.726204091,0,1,1,1,1
1,1,26.20640145,6.645318348,1,0,1,3,0
2,1.222222222,228.9006586,133.4019366,1,1,0,1,0
1,1,9.781246279,9.078311779,1,1,1,1,1
1,1,12.10610027,4.663858207,0,1,1,2,0
2,1.8,87.63792939,16.64528427,1,1,1,1,0
2,1.5,22.27898628,6.124125021,1,0,1,1,1
1,1,5.177127345,1.648242237,0,0,1,2,1
1,1,17.60542051,7.351306396,0,0,0,2,0
1,1,17.00173586,11.74295966,0,0,0,1,1
2,1.666666667,68.72933957,28.6894903,0,0,1,1,0
2,1.166666667,82.40210985,71.29258811,0,0,1,1,1
2,1.333333333,20.20534461,20.38389986,0,0,0,3,1
1,1,7.200031768,7.078511333,0,0,1,1,1
3,1.571428571,204.4161045,95.89334548,1,1,1,1,0
1,1,15.39433894,9.346891086,0,0,1,2,0
1,1,14.23793786,1.766634375,0,0,1,1,0
4,1.666666667,207.0613057,30.51156591,0,0,1,3,0
2,1.333333333,66.63021413,24.50202599,0,0,1,1,0
2,2,9.772936737,1.542214708,1,1,1,2,1
1,1,13.53603467,11.9844519,0,0,1,1,1
1,1,3.615632029,0.409242795,0,1,1,2,1
1,1,15.40337112,16.60203093,0,0,1,1,1
3,1.666666667,103.1443972,26.26126945,0,1,1,1,0
2,1.333333333,69.88144131,67.89727928,1,0,1,1,1
2,1.333333333,45.61545175,2.668677795,1,1,1,1,0
1,1,43.91533785,9.234735523,1,1,1,1,0
2,1.666666667,63.88237066,5.726874773,0,0,1,1,0
2,1.25,65.93299514,10.97030994,0,0,0,1,0
1,1,4.707012508,2.629882469,0,0,0,1,1
2,1.333333333,43.49502577,12.62366369,0,0,1,1,0
1,1,61.73702466,7.644886775,1,0,0,1,0
1,1,63.07376347,18.73394874,1,1,1,1,0
1,1,11.20225907,1.394835553,0,0,1,1,0
1,1,10.58135534,2.825623886,0,0,1,1,1
1,1,6.065892606,1.174396901,0,0,1,3,1
2,1.5,101.1160999,63.53925793,0,0,1,2,0
2,2,67.14885796,50.4414374,0,0,1,1,1
1,1,38.88578629,17.92215213,0,0,1,3,0
2,1.5,18.17466255,19.01871418,0,0,1,1,1
3,1.6,118.6081814,46.17849071,1,0,1,1,0
2,1.666666667,42.83020388,28.60736881,1,0,1,1,1
1,1,13.0341743,9.155353911,1,1,1,2,1
1,1,28.27532949,4.73837755,1,1,1,1,0
2,1.333333333,67.44947304,51.76567458,1,0,1,1,1
1,1,3.804270465,2.7985944,1,0,1,1,1
1,1,6.97544788,5.665229614,0,1,1,2,1
1,1,22.693031,18.55848786,0,0,0,3,1
2,1.25,99.01727343,76.26056005,0,0,1,1,1
2,1.333333333,123.4861386,59.15004615,0,0,1,1,0
1,1,5.995057438,5.21716072,0,0,0,2,1
2,1.5,38.89231683,41.95899704,1,0,0,1,1
3,1.333333333,205.4454443,132.7364334,0,1,1,1,0
1,1,9.566204871,8.833847686,1,0,1,1,1
1,1,38.29436084,17.82621526,0,0,1,1,0
2,1.2,100.014344,88.14776233,0,0,1,1,1
1,1,7.618800229,3.113661428,0,0,1,2,0
2,1.2,85.50107811,71.16453827,0,1,1,2,0
2,1.333333333,32.07358582,10.06100227,0,0,1,1,0
2,1.5,25.92955696,25.52911115,0,1,1,3,1
1,1,42.75917309,4.107392753,0,0,1,1,0
2,1.25,31.81642269,25.92181116,0,1,1,2,1
1,1,18.46468929,20.17190479,0,0,1,4,0
2,2,20.89751649,14.1276164,1,0,1,2,1
2,1.25,80.53857686,26.48250822,0,0,1,1,0
2,1.333333333,43.36003155,10.71874757,0,0,0,1,0
1,1,7.3277636,6.261311014,0,1,1,1,1
1,1,10.20902105,2.491835585,1,0,1,2,0
1,1,10.17194196,9.942088627,0,0,1,2,1
2,1.333333333,64.47539498,22.01195792,0,1,1,2,0
3,1.4,100.7327969,19.38854313,0,1,1,4,0
2,1.333333333,61.56386214,6.123683659,0,0,1,3,0
1,1,30.133124,4.464447145,0,0,1,2,0
2,1.25,27.44505622,8.057305148,0,1,1,2,1
1,1,14.14072539,4.391912181,0,0,1,4,0
1,1,26.60231457,23.10323521,0,0,0,1,1
1,1,10.92733805,7.348661256,0,0,1,2,1
3,1.666666667,61.84345599,40.17479724,0,0,1,2,1
1,1,64.71881372,39.33039676,1,1,0,2,1
2,1.333333333,60.60233347,16.19984108,0,0,1,2,0
2,1.25,80.98980057,74.89507121,1,0,1,1,1
1,1,17.67200412,8.959384586,0,1,0,1,1
1,1,15.5182814,9.837772306,0,1,1,3,1
1,1,17.73492054,10.23766964,1,0,0,4,1
1,1,12.2041063,1.271052104,0,0,0,1,1
1,1,26.5427871,7.173747044,0,0,1,1,1
1,1,15.44893421,14.49642336,1,0,0,1,1
2,1.2,118.897287,95.28227541,0,0,1,1,1
1,1,12.50777919,5.133284758,0,0,1,2,1
1,1,24.27466689,5.103979303,1,1,1,1,0
1,1,4.12828945,0.928213495,0,0,1,1,0
1,1,6.851714536,6.535666756,0,0,1,1,1
1,1,24.79090039,8.01327246,0,0,1,2,0
2,1.333333333,68.39875073,33.2411221,0,0,1,4,0
1,1,22.69286593,13.16163979,1,0,1,3,1
1,1,19.12818708,15.43972299,1,0,1,4,1
2,1.25,87.87237118,87.33221093,1,0,0,1,0
2,1.666666667,56.65505022,55.58324651,1,0,0,2,1
1,1,7.491206275,6.086331173,0,0,0,4,1
1,1,13.05281687,4.999980808,0,0,1,3,0
1,1,7.309823968,6.881508318,0,1,0,1,1
1,1,38.23720832,20.92801319,0,1,1,1,0
2,1.666666667,53.90912866,52.63389019,0,1,1,2,1
2,1.333333333,52.80869986,42.82214605,0,0,0,1,1
1,1,31.17004007,5.854739513,1,1,0,1,0
1,1,10.79113859,8.791251047,1,1,0,2,1
2,1.25,101.8115499,41.68138433,1,0,0,2,0
3,1.444444444,260.3677401,181.4051023,0,1,0,4,0
1,1,20.81615013,11.17750803,0,0,0,2,1
1,1,3.064381995,2.587270637,0,0,1,1,1
1,1,13.51898889,13.68768157,0,1,0,1,1
2,1.5,63.07342712,67.72525027,1,0,1,1,1
1,1,23.08672318,5.146775476,0,0,1,3,0
1,1,14.08192352,8.314520595,0,0,1,3,0
2,1.5,70.90537437,44.3483594,1,0,0,1,0
3,3,39.11813456,32.4586756,1,0,1,3,1
2,1.5,38.22846967,13.54797935,0,1,1,2,1
2,1.25,88.83902626,88.89883703,0,0,0,1,1
2,1.333333333,48.67446231,27.78817861,0,0,0,3,0
1,1,6.243004764,0.760982185,0,1,1,1,0
2,1.4,53.13460474,16.82715279,0,0,1,1,0
1,1,21.98654379,4.157031094,0,0,1,1,1
2,1.166666667,124.6753761,29.6104311,0,0,1,2,0
2,1.5,40.85534809,13.34070587,0,0,1,1,0
1,1,3.052215763,1.361931252,0,0,1,1,1
2,1.333333333,54.78850211,19.49476154,0,0,0,1,0
1,1,7.909926751,5.03659255,0,1,1,1,0
3,1.75,121.3260468,47.20298598,1,1,1,1,0
1,1,10.63165111,2.597259615,0,0,1,2,1
1,1,25.70696208,18.48021389,1,0,0,1,1
1,1,9.10822282,3.721625539,1,1,1,2,0
1,1,10.54494249,3.092203712,0,1,1,2,0
1,1,6.191569482,0.74282033,0,0,1,2,0
1,1,28.07619559,1.968217195,0,1,1,1,0
1,1,28.16533777,8.581212868,0,0,1,1,0
2,1.25,47.70359238,8.430843999,0,0,1,2,0
3,2.333333333,103.4446769,9.11788677,1,1,1,1,0
2,1.25,100.5394335,28.71866745,0,0,0,2,0
2,1.25,37.39682683,12.27511957,0,0,1,1,0
4,1.428571429,361.3702914,108.8389667,0,0,0,1,0
1,1,42.71230018,2.622036288,0,0,1,2,0
2,1.5,49.7771209,21.29909984,1,0,1,1,0
1,1,20.48571688,8.524553051,0,0,1,2,0
1,1,8.953300533,9.237863416,0,1,1,1,0
1,1,25.23763874,6.076882217,0,1,1,1,0
1,1,6.312392489,0.688418393,0,1,1,1,0
2,1.25,83.37476006,40.12755979,1,0,1,1,0
1,1,42.93045637,25.21818266,0,0,0,1,0
4,1.75,386.7632097,226.129384,0,1,1,2,0
1,1,7.527967894,6.344890581,0,0,1,4,0
2,1.333333333,63.51625146,16.28561882,1,0,0,1,0
4,1.75,104.7174175,13.5421933,1,1,1,4,0
1,1,12.92046724,3.976302663,0,0,1,2,0
1,1,44.3361426,8.572514655,1,0,1,1,0
1,1,31.81780263,21.96525865,0,1,1,1,1
1,1,36.21258085,14.72631501,1,0,1,2,0
1,1,63.3704198,56.16553954,0,1,1,2,0
1,1,4.181041026,1.742153681,0,1,0,2,0
3,1.4,129.6898502,36.02362272,1,1,1,3,0
1,1,5.880884217,3.875551853,0,0,0,2,1
1,1,12.64953051,12.28604375,0,1,1,1,1
2,1.2,58.79401092,26.83048594,0,1,1,1,0
2,2,21.53372616,11.60314077,0,0,0,4,0
2,1.333333333,63.88701774,48.63839941,1,1,0,4,0
1,1,6.787684204,4.147868259,0,1,1,1,1
2,1.4,30.08278979,5.58119,0,0,1,1,0
2,1.5,36.21538007,21.05030268,0,0,1,3,1
1,1,42.95090313,40.4388635,0,0,1,1,1
1,1,17.79966039,6.421818783,0,0,1,3,1
1,1,4.811725479,3.712066162,0,0,1,1,1
1,1,10.62784503,3.512009831,0,0,0,1,1
1,1,32.71433078,35.65654899,0,0,1,1,1
1,1,11.26605782,0.595057087,0,1,1,2,0
2,1.25,101.9404869,60.63186784,0,1,0,1,0
2,1.25,85.21982954,7.256655255,0,0,1,1,0
1,1,70.28444562,23.84728052,0,0,0,2,0
1,1,32.65704889,14.84528802,1,0,1,1,0
1,1,32.75861829,20.82196339,1,1,1,1,0
1,1,5.996280937,6.231666048,1,0,1,1,1
2,1.333333333,68.15329696,16.39746394,0,0,0,2,0
2,1.2,98.99102369,49.8542122,0,0,1,1,0
2,2,25.67281137,10.19874899,0,1,1,1,0
1,1,7.912385693,3.070122718,0,1,0,2,0
1,1,13.16372117,6.085154237,0,0,1,2,1
2,1.2,116.8706123,109.0076748,0,1,1,1,1
3,3,9.385507556,7.835523112,0,1,0,2,1
1,1,10.09510484,4.261444937,0,1,0,2,1
2,1.25,105.300187,36.51196983,0,0,1,1,0
1,1,5.232068747,5.307842803,0,0,0,1,1
1,1,22.62740127,6.073736745,0,1,1,2,1
1,1,12.33377792,3.170748357,1,1,0,1,0
1,1,15.94439818,11.21906486,0,0,1,2,0
1,1,13.90762617,12.75527584,0,0,0,3,1
2,1.333333333,62.78001348,41.6394734,0,0,1,1,0
1,1,56.60763223,47.00159501,1,0,1,1,1
1,1,18.83586287,7.608482472,0,1,1,3,0
2,1.666666667,50.1754224,32.58842871,1,1,1,3,1
1,1,10.35922572,2.144512557,0,0,1,1,0
1,1,25.97677007,12.70869172,1,0,1,2,0
2,1.333333333,68.21626985,56.35483365,1,0,0,2,1
1,1,62.5747974,20.95173942,0,0,0,1,0
1,1,39.53857189,24.09905533,0,1,1,2,1
2,2,13.55993177,13.89707716,0,0,1,2,1
1,1,9.980867712,7.52931224,0,0,1,2,1
1,1,18.31019835,13.11504107,0,1,0,1,1
1,1,29.00056221,15.42006953,0,0,1,1,1
2,1.333333333,61.43492535,6.788317877,1,1,0,2,0
1,1,11.82757797,3.515352842,1,0,0,3,1
2,2,16.04271429,9.184927428,1,0,1,1,1
1,1,10.63809101,2.17399111,0,0,1,2,0
1,1,5.288404809,3.920247319,0,0,0,1,1
1,1,11.45912106,8.968071521,0,0,1,1,1
1,1,4.438407833,2.832095095,1,0,0,3,1
1,1,11.692541,6.790467754,0,0,1,4,0
2,1.333333333,19.40268794,19.56125513,0,0,1,2,1
1,1,15.80550589,5.811724524,0,1,1,2,1
1,1,7.931174489,7.014425165,0,0,1,2,1
2,1.428571429,110.6840437,90.28856158,0,0,1,1,0
1,1,4.055519576,1.693629886,0,0,0,1,1
2,1.25,81.35107561,36.692642,1,1,1,1,0
1,1,7.665579402,7.702751636,0,0,1,1,1
1,1,7.565067219,1.427942953,0,0,1,1,1
1,1,23.78708691,16.01998456,0,1,0,1,1
1,1,19.6876569,16.25100327,1,0,1,1,1
3,2,137.9572374,20.6988359,1,1,1,1,0
1,1,7.836107554,0.768890439,0,0,1,1,0
2,1.2,125.4225724,106.0900424,1,0,1,2,1
3,1.6,116.5195892,23.49051251,1,0,1,2,0
1,1,6.339554169,1.899441325,1,0,0,2,1
2,1.333333333,36.80582935,3.08532192,0,0,1,3,1
1,1,26.8376243,15.37247871,0,1,1,3,0
2,1.333333333,26.71126746,3.820504087,1,0,1,1,1
3,1.75,131.777236,62.32054729,1,1,1,1,0
2,1.166666667,155.1862265,81.46211052,1,1,1,2,0
3,2,91.14062391,35.23827261,1,0,1,2,0
2,1.2,109.7532461,40.52904427,0,0,1,1,0
2,1.166666667,104.2987929,86.43102202,0,1,1,2,0
1,1,10.80392981,2.973115201,1,1,1,1,1
2,1.5,83.36992882,25.5081448,0,0,1,3,0
1,1,25.90581416,14.70429767,1,0,1,1,0
2,1.4,42.40899865,18.20080115,0,1,1,2,1
2,1.5,37.03970064,27.05961292,0,1,0,1,0
2,1.5,89.27042279,65.92997764,0,0,1,1,0
1,1,9.89407723,7.464895847,0,0,1,1,0
1,1,11.42912715,4.818004219,0,0,0,3,1
1,1,22.09108742,12.51035153,0,0,0,1,0
2,1.5,26.93365071,11.87862682,0,1,1,3,0
2,1.5,44.8136102,31.78991924,0,0,1,4,1
3,2.5,60.19982391,40.8288635,0,1,1,4,1
2,1.4,73.19087283,56.60139363,0,0,1,1,1
1,1,5.249312573,0.340158225,1,0,1,1,1
1,1,8.53824898,7.323020719,0,0,0,1,1
2,1.333333333,65.95024981,55.55605938,0,0,1,3,1
1,1,8.587708217,0.707163668,1,0,1,1,1
1,1,36.59625529,6.925610172,0,1,1,3,0
2,1.5,28.18724466,9.352265393,0,0,0,1,0
1,1,7.275826731,3.153008567,0,0,0,1,1
1,1,9.79924662,2.31031647,0,1,0,1,1
1,1,34.62681051,13.4083594,0,0,1,1,0
1,1,31.14436278,4.757275571,1,0,1,1,0
2,1.666666667,19.18837134,12.009327,0,1,1,2,1
1,1,40.63128942,25.53749234,0,0,1,2,1
1,1,80.78279323,27.25230434,0,1,1,1,0
1,1,61.97779298,23.08240612,0,1,0,1,0
2,1.166666667,72.61136706,52.01737506,0,0,0,3,1
1,1,17.32665504,1.319445127,0,1,1,1,1
1,1,28.19574052,14.3178742,1,1,1,1,0
2,1.333333333,58.00091635,24.49782724,1,0,1,1,0
1,1,10.69009506,3.394346397,0,0,1,2,0
1,1,16.1118094,3.724028554,0,0,1,3,0
1,1,38.79795598,35.53749649,0,0,1,1,0
2,1.333333333,72.63387923,11.68878802,0,0,1,2,0
1,1,3.652780697,0.674829193,0,0,0,2,0
1,1,36.23697833,3.593039554,1,0,0,1,0
1,1,17.28158393,14.34932946,1,1,1,2,1
1,1,3.38758619,2.286433341,0,0,1,1,0
1,1,26.75509784,1.47782583,0,0,1,1,0
1,1,18.80501842,10.26126361,0,0,1,1,1
1,1,31.71008215,21.03517341,0,1,1,1,0
2,1.25,76.43145434,62.20784387,1,0,0,1,0
2,1.333333333,37.43334495,32.61808984,0,1,1,1,1
2,1.25,95.72602954,41.42806352,0,1,1,1,0
3,1.5,213.3396722,94.44029295,1,0,1,1,0
2,1.5,19.70551686,8.573659092,0,0,1,1,1
1,1,4.440302264,0.453664335,0,0,1,4,1
2,1.5,26.78303089,14.11013775,0,0,1,2,1
1,1,41.99015806,11.1022072,0,0,0,2,0
1,1,25.90478049,14.1403884,0,0,1,2,1
2,1.5,49.80328066,17.84446952,0,0,1,2,0
1,1,4.727171148,1.272393031,0,0,1,1,1
3,1.444444444,172.7275016,38.07637533,0,1,1,3,0
1,1,8.348878751,8.125793775,1,1,1,1,1
2,1.2,91.35602182,60.56604889,0,0,0,2,0
1,1,10.32865503,5.476691172,0,0,0,2,1
1,1,6.141268211,5.456273912,0,1,1,1,1
2,2,13.6793367,3.550259543,1,0,0,1,0
1,1,16.77168451,15.48157889,1,1,1,1,0
1,1,8.808439149,1.329156646,0,0,1,3,0
1,1,17.46821863,5.632571043,0,0,1,2,0
1,1,13.30345598,5.891607972,0,0,0,2,0
1,1,68.45272575,52.19550053,0,0,1,1,0
1,1,3.935724663,4.048561696,0,0,1,2,1
2,1.25,52.56114118,18.53828257,0,0,1,1,0
2,1.5,24.27409881,14.27453828,0,0,0,2,1
2,1.25,101.9864199,66.85914538,0,0,0,2,0
2,1.2,69.02958137,4.266946333,0,0,0,2,0
1,1,25.03635169,15.36752608,0,1,1,1,0
2,1.333333333,53.33955668,27.24384827,0,1,0,3,1
2,1.333333333,27.83053144,6.260386281,1,0,1,1,1
1,1,17.0302612,14.75006801,0,1,0,2,1
1,1,11.15747842,9.015729588,0,0,1,4,1
1,1,21.69562576,16.8663556,1,0,1,2,0
1,1,26.84732614,22.90346798,1,0,0,2,1
2,1.5,40.55992186,28.34662582,1,0,1,1,1
3,1.833333333,226.988194,80.92067796,1,1,1,2,0
2,1.5,64.56916898,32.48488491,1,0,0,2,0
1,1,19.93396224,1.867169413,0,1,0,1,0
1,1,9.171067387,7.660325287,0,0,0,1,1
2,1.333333333,74.76023851,7.98199553,1,0,0,1,0
2,1.2,128.7587486,54.17325457,0,0,1,3,0
2,1.333333333,39.03109186,40.87101694,0,1,1,1,1
1,1,11.03119238,1.067166747,1,0,1,2,0
2,1.142857143,124.8168293,65.7108288,1,1,0,2,0
1,1,17.3271071,4.443222434,0,0,0,1,0
1,1,25.75406599,27.7148947,1,0,1,1,1
1,1,4.510643726,3.435234126,0,0,1,3,1
1,1,25.2106245,5.994435784,0,0,1,3,0
1,1,67.86906285,33.028003,0,0,1,4,0
2,1.5,84.36968157,17.35086665,0,0,0,1,0
1,1,10.65505744,7.682097178,1,0,1,2,1
1,1,20.55161413,20.25442491,0,1,1,1,1
1,1,11.32662157,3.973865209,1,1,0,1,1
1,1,4.224102142,2.903839937,0,0,0,3,1
1,1,24.80082902,20.56589414,1,0,0,2,0
2,1.5,47.22682092,21.88219519,0,0,1,4,1
1,1,11.39162537,12.15991,0,0,1,1,1
1,1,13.78394254,5.165031266,1,0,1,1,0
2,1.5,50.61702517,47.35570614,0,0,1,1,1
1,1,16.3876847,1.081054213,0,0,0,1,1
2,1.25,93.79930255,40.68250737,0,1,1,1,0
1,1,26.60377641,3.731184421,1,0,1,2,0
2,1.333333333,63.02502255,34.75336602,0,0,1,3,0
2,1.2,46.14530175,10.82664201,0,0,1,2,0
2,1.5,42.47493308,4.523975856,0,1,1,2,1
1,1,10.4236861,7.757721253,0,0,1,1,0
1,1,10.30161457,2.143298557,0,1,1,3,0
2,1.333333333,45.83671178,24.45369133,1,0,0,4,1
1,1,20.91262766,14.6139382,0,0,1,2,0
1,1,10.7341291,7.539783429,0,1,1,1,0
1,1,7.81932223,3.047889186,1,0,1,1,1
1,1,7.180813556,6.296650943,0,0,0,1,1
2,1.25,44.50677003,21.46344208,1,1,0,1,0
2,1.4,67.71531243,14.45991705,0,1,1,1,0
1,1,41.51623189,28.99016039,1,0,0,1,1
2,1.25,31.73784946,15.11982812,0,0,1,1,1
2,1.5,39.0229624,12.31278556,1,0,1,1,0
2,1.5,27.05714257,27.12725823,1,0,1,2,1
1,1,34.53237276,34.33192353,1,0,0,2,0
2,1.5,52.16135467,23.50472906,0,1,1,1,0
1,1,35.36720996,3.020299867,0,0,0,1,0
1,1,15.98911972,2.511510571,0,1,1,1,1
2,1.5,99.99596018,9.576925367,0,1,0,1,0
1,1,4.253040831,0.212867053,0,1,1,1,1
1,1,28.54039442,20.66081889,0,0,1,2,1
2,1.5,91.3714716,51.74340938,0,0,1,1,0
2,2,21.80720612,10.97638198,0,0,1,4,1
1,1,11.13510802,7.081932283,0,0,0,2,0
1,1,25.00323612,22.75242212,0,0,1,2,1
1,1,9.40693472,1.076528548,0,0,0,1,1
2,1.4,109.3304713,12.30713998,0,0,1,2,0
1,1,11.69556644,12.09528288,1,0,1,2,1
2,1.5,98.73241182,103.1484013,1,0,0,1,1
2,2,17.71085959,1.000178637,1,1,0,1,0
1,1,4.191066817,0.877081368,0,1,1,3,1
1,1,17.71577438,14.63431385,0,0,1,1,1
1,1,8.819209417,2.355180899,1,0,0,2,1
1,1,14.43624951,5.675858269,0,0,1,1,1
1,1,13.07478718,13.33940404,0,0,1,1,0
1,1,48.27025091,40.00767238,0,0,1,1,0
1,1,8.513330106,3.50753114,1,0,1,2,1
1,1,9.835410862,7.743937367,0,0,1,1,1
3,1.4,172.8647507,51.54711853,0,0,1,1,0
1,1,30.67583843,7.304168129,0,0,1,1,0
