Date,Open,High,Low,Close,Adj Close,Volume
2015-01-13,107.290001,108.459999,106.190002,106.790001,92.607872,1689300
2015-01-14,105.790001,107.599998,105.500000,107.449997,93.180237,1831900
2015-01-15,107.529999,107.830002,106.120003,107.040001,92.824684,4323300
2015-01-16,107.129997,108.320000,106.889999,108.220001,93.847969,1967500
2015-01-20,108.610001,109.089996,107.519997,108.930000,94.463699,1840500
2015-01-21,108.300003,110.250000,107.769997,109.889999,95.296181,3026400
2015-01-22,110.279999,110.720001,108.510002,109.550003,95.001335,2322600
2015-01-23,109.879997,110.220001,109.339996,109.480003,94.940636,1684100
2015-01-26,109.309998,109.779999,108.620003,109.750000,95.174759,1381200
2015-01-27,109.870003,111.510002,108.629997,111.220001,96.449554,2131900
2015-01-28,111.279999,112.639999,109.760002,109.919998,95.322189,2032200
2015-01-29,110.180000,111.720001,109.720001,111.660004,96.831139,1705800
2015-01-30,111.459999,111.510002,109.160004,109.239998,94.732498,1936400
2015-02-02,109.529999,110.190002,108.019997,110.070000,95.452263,1800400
2015-02-03,110.019997,110.470001,109.160004,110.239998,95.599701,2160400
2015-02-04,109.980003,110.629997,109.139999,109.440002,94.905930,1563800
2015-02-05,109.820000,110.089996,108.830002,109.709999,95.140091,1307900
2015-02-06,109.290001,109.400002,105.059998,105.800003,91.749359,2197300
2015-02-09,105.660004,106.360001,104.180000,104.519997,90.639336,2073200
2015-02-10,104.800003,108.040001,104.550003,107.830002,93.509773,3396300
2015-02-11,107.180000,107.239998,104.849998,105.059998,91.107628,2129200
2015-02-12,105.050003,105.370003,103.839996,105.339996,91.350433,2359800
2015-02-13,104.860001,104.870003,103.080002,103.620003,89.858879,2486100
2015-02-17,103.500000,104.769997,102.699997,103.419998,89.685432,2855400
2015-02-18,103.489998,106.540001,103.419998,106.489998,92.347717,2409500
2015-02-19,106.949997,106.949997,105.029999,105.430000,91.428482,3270600
2015-02-20,105.250000,105.959999,104.279999,105.599998,91.575920,1700600
2015-02-23,105.739998,106.220001,105.290001,105.989998,91.914131,1564300
2015-02-24,105.720001,107.050003,105.459999,106.080002,91.992157,1870200
2015-02-25,105.220001,105.459999,103.480003,103.779999,90.655655,2025900
2015-02-26,104.070000,104.430000,103.209999,103.480003,90.393585,1743600
2015-02-27,103.800003,104.040001,102.949997,103.459999,90.376129,1630900
2015-03-02,103.459999,103.459999,100.709999,101.540001,88.698921,2477300
2015-03-03,101.239998,102.160004,100.570000,101.940002,89.048340,2009100
2015-03-04,101.620003,102.080002,101.080002,101.389999,88.567894,2978800
2015-03-05,101.830002,102.959999,101.620003,102.129997,89.214294,1966800
2015-03-06,100.839996,100.839996,98.230003,98.699997,86.218094,3123100
2015-03-09,98.779999,99.540001,98.580002,98.930000,86.418999,2441200
2015-03-10,97.480003,99.550003,97.480003,97.989998,85.597855,3428700
2015-03-11,98.580002,99.050003,97.519997,97.980003,85.589149,2269600
2015-03-12,98.779999,101.269997,98.680000,100.519997,87.807907,3249800
2015-03-13,100.360001,100.970001,99.500000,100.610001,87.886528,3318800
2015-03-16,101.730003,103.959999,101.610001,102.970001,89.948097,3421100
2015-03-17,103.000000,104.000000,102.709999,103.279999,90.218887,2153100
2015-03-18,103.260002,107.389999,102.989998,106.900002,93.381088,3791900
2015-03-19,106.500000,107.470001,104.949997,105.480003,92.140686,2849800
2015-03-20,105.970001,106.889999,104.820000,105.989998,92.586182,6854500
2015-03-23,105.070000,106.180000,105.070000,105.739998,92.367790,2419400
2015-03-24,105.339996,106.360001,104.750000,104.839996,91.581604,2108700
2015-03-25,104.839996,105.230003,103.419998,103.419998,90.341187,1701300
2015-03-26,102.809998,103.779999,102.300003,102.720001,89.729713,1712500
2015-03-27,102.959999,104.029999,102.739998,103.540001,90.446007,1516800
2015-03-30,104.330002,105.059998,103.779999,104.739998,91.494255,1587100
2015-03-31,104.449997,104.989998,103.389999,104.050003,90.891510,2291300
2015-04-01,103.940002,105.160004,102.860001,104.760002,91.511719,1891800
2015-04-02,104.620003,105.269997,104.269997,104.750000,91.502975,1320200
2015-04-06,105.220001,106.629997,105.129997,105.540001,92.193069,1676600
2015-04-07,105.410004,105.760002,104.190002,104.290001,91.101151,1042000
2015-04-08,103.959999,104.339996,103.290001,104.040001,90.882774,1426900
2015-04-09,103.879997,104.099998,102.940002,104.010002,90.856567,1319600
2015-04-10,104.260002,105.160004,103.919998,104.900002,91.634010,933100
2015-04-13,104.470001,104.809998,103.639999,103.750000,90.629456,1196800
2015-04-14,104.150002,104.790001,103.910004,104.360001,91.162308,1042900
2015-04-15,104.629997,105.629997,104.150002,104.180000,91.005058,1609300
2015-04-16,103.809998,104.410004,102.940002,103.760002,90.638191,1692700
2015-04-17,103.269997,104.239998,102.750000,103.150002,90.105324,1493400
2015-04-20,103.349998,105.309998,103.110001,104.500000,91.284592,2418900
2015-04-21,104.500000,105.180000,103.150002,103.400002,90.323708,1960700
2015-04-22,103.629997,103.879997,102.660004,103.290001,90.227615,1823300
2015-04-23,103.400002,104.589996,103.160004,104.279999,91.092422,1685200
2015-04-24,104.209999,105.790001,103.900002,105.050003,91.765053,1530700
2015-04-27,105.440002,105.449997,103.440002,103.820000,90.690605,1803800
2015-04-28,103.290001,104.519997,102.949997,104.099998,90.935181,2014400
2015-04-29,103.230003,104.559998,102.370003,102.699997,89.712219,2316900
2015-04-30,102.320000,102.900002,100.250000,100.930000,88.166061,3765500
2015-05-01,101.000000,102.000000,100.199997,101.879997,88.995934,2272900
2015-05-04,101.849998,103.940002,101.379997,102.760002,89.764641,3069300
2015-05-05,102.230003,102.529999,99.550003,100.150002,87.484711,3158800
2015-05-06,99.980003,100.750000,99.110001,100.029999,87.379883,3041300
2015-05-07,100.669998,100.970001,100.110001,100.599998,87.877808,2178000
2015-05-08,101.980003,102.870003,100.400002,101.209999,88.410667,2484400
2015-05-11,101.000000,101.860001,99.870003,100.010002,87.362411,2018300
2015-05-12,99.610001,100.360001,98.820000,99.910004,87.275070,2056900
2015-05-13,100.139999,101.379997,99.720001,100.199997,87.528381,2301100
2015-05-14,100.580002,101.260002,100.470001,101.080002,88.297096,1823400
2015-05-15,101.230003,102.230003,101.199997,102.139999,89.223053,2939200
2015-05-18,101.839996,102.839996,101.739998,102.300003,89.362816,1952500
2015-05-19,101.550003,103.050003,101.220001,102.510002,89.546257,1529500
2015-05-20,102.529999,103.400002,102.250000,102.519997,89.554985,1971300
2015-05-21,102.500000,102.750000,101.870003,102.160004,89.240524,1340200
2015-05-22,102.070000,102.510002,101.519997,102.230003,89.301674,1381300
2015-05-26,102.230003,102.269997,100.400002,101.029999,88.253426,3435700
2015-05-27,100.500000,101.400002,100.309998,100.830002,88.755157,2126200
2015-05-28,100.750000,102.330002,100.750000,102.269997,90.022728,2620400
2015-05-29,102.139999,102.769997,101.449997,102.339996,90.084328,2798000
2015-06-01,102.550003,104.379997,102.440002,103.529999,91.131828,3136800
2015-06-02,102.790001,102.989998,101.620003,102.220001,89.978706,2409100
2015-06-03,101.720001,102.410004,99.980003,100.220001,88.218216,2854800
2015-06-04,99.860001,100.889999,99.750000,100.370003,88.350250,2217000
2015-06-05,99.309998,99.330002,98.540001,98.769997,86.941841,2406000
2015-06-08,98.680000,98.870003,98.110001,98.120003,86.369720,1832000
2015-06-09,98.129997,98.629997,98.070000,98.190002,86.431328,1443600
2015-06-10,98.769997,99.470001,98.699997,99.120003,87.249947,2707900
2015-06-11,99.620003,99.940002,99.129997,99.669998,87.734085,1450900
2015-06-12,99.180000,99.830002,99.010002,99.239998,87.355576,1180700
2015-06-15,98.489998,99.650002,98.489998,99.120003,87.249947,1531500
2015-06-16,99.129997,99.769997,98.589996,99.529999,87.610840,1259700
2015-06-17,99.489998,100.980003,99.089996,100.699997,88.640724,2127500
2015-06-18,100.790001,102.400002,100.639999,102.260002,90.013908,2169400
2015-06-19,102.239998,102.480003,100.959999,100.959999,88.869583,2101200
2015-06-22,101.470001,101.599998,100.540001,100.760002,88.693558,1245800
2015-06-23,100.599998,100.879997,99.220001,99.290001,87.399590,1699700
2015-06-24,99.410004,99.910004,98.529999,98.529999,86.730598,1579400
2015-06-25,98.849998,99.029999,97.860001,97.989998,86.255257,1479600
2015-06-26,97.900002,98.790001,97.230003,98.699997,86.880241,1727700
2015-06-29,97.709999,99.809998,97.709999,98.169998,86.413719,2010400
2015-06-30,98.580002,99.040001,97.809998,98.029999,86.290482,2700200
2015-07-01,98.410004,98.790001,97.919998,98.430000,86.642586,1894600
2015-07-02,98.970001,100.570000,98.949997,100.220001,88.218216,2219500
2015-07-06,100.019997,100.860001,99.339996,100.459999,88.429466,1719200
2015-07-07,100.250000,103.699997,100.250000,102.879997,90.559685,3093900
2015-07-08,102.400002,102.910004,101.949997,101.949997,89.741043,2709600
2015-07-09,102.260002,102.820000,100.820000,101.180000,89.063248,2823600
2015-07-10,101.150002,102.279999,100.540001,101.639999,89.468170,1508900
2015-07-13,102.010002,102.410004,101.320000,101.970001,89.758644,1421300
2015-07-14,101.959999,102.540001,101.629997,101.989998,89.776268,1232200
2015-07-15,102.040001,102.779999,101.419998,102.769997,90.462830,1259300
2015-07-16,102.800003,104.930000,102.709999,104.430000,91.924057,2477900
2015-07-17,104.430000,104.510002,103.489998,103.650002,91.237473,1568800
2015-07-20,103.730003,103.980003,102.699997,103.150002,90.797333,2248600
2015-07-21,103.139999,103.480003,101.779999,102.129997,89.899475,2160800
2015-07-22,102.180000,103.419998,102.139999,102.800003,90.489250,2095100
2015-07-23,102.800003,102.849998,101.220001,102.070000,89.846672,1947500
2015-07-24,101.830002,102.820000,101.769997,102.279999,90.031525,1058000
2015-07-27,102.440002,103.879997,102.410004,103.500000,91.105431,1455800
2015-07-28,103.449997,104.260002,103.019997,104.089996,91.624763,2808400
2015-07-29,103.739998,104.680000,103.050003,104.589996,92.064873,2087200
2015-07-30,104.220001,105.300003,103.949997,104.889999,92.328964,1752300
2015-07-31,105.699997,106.320000,105.059998,105.199997,92.601845,2546500
2015-08-03,108.480003,109.309998,106.559998,107.709999,94.811272,4567400
2015-08-04,107.720001,107.980003,106.379997,106.540001,93.781372,3183700
2015-08-05,106.919998,107.139999,105.940002,105.959999,93.270821,1889400
2015-08-06,106.250000,106.330002,105.290001,105.750000,93.085991,2945900
2015-08-07,105.739998,107.650002,105.239998,107.000000,94.186287,1674600
2015-08-10,107.089996,107.489998,106.029999,106.529999,93.772560,3000800
2015-08-11,106.669998,108.089996,106.120003,106.629997,93.860588,1970500
2015-08-12,106.349998,108.570000,106.000000,108.400002,95.418633,3516900
2015-08-13,108.379997,109.209999,107.220001,108.919998,95.876350,1809100
2015-08-14,108.730003,109.059998,107.910004,109.040001,95.981987,1438500
2015-08-17,109.230003,109.980003,109.099998,109.529999,96.413307,1483800
2015-08-18,109.190002,109.870003,108.720001,109.510002,96.395706,1821300
2015-08-19,109.010002,109.610001,107.980003,109.070000,96.008392,2422100
2015-08-20,108.540001,109.669998,108.180000,108.250000,95.286575,2055900
2015-08-21,107.849998,108.250000,106.790001,106.959999,94.151077,2757000
2015-08-24,103.010002,104.370003,100.000000,103.040001,90.700516,4943900
2015-08-25,104.699997,104.830002,100.440002,100.510002,88.473480,3798200
2015-08-26,101.129997,101.940002,99.669998,101.660004,90.176605,3353000
2015-08-27,102.360001,102.629997,101.000000,102.260002,90.708824,3017200
2015-08-28,102.209999,102.419998,100.580002,101.820000,90.318542,2307500
2015-08-31,101.370003,101.480003,97.620003,98.410004,87.293732,5108800
2015-09-01,97.320000,97.430000,94.650002,95.349998,84.579376,3615400
2015-09-02,95.970001,96.419998,94.349998,95.040001,84.304405,3298900
2015-09-03,95.510002,96.000000,94.730003,95.169998,84.419701,2525100
2015-09-04,94.199997,95.260002,94.040001,94.620003,83.931839,2886400
2015-09-08,95.800003,97.150002,95.699997,97.089996,86.122826,2921500
2015-09-09,97.830002,97.930000,95.139999,95.300003,84.535027,2389500
2015-09-10,95.190002,96.160004,95.000000,95.349998,84.579376,2495100
2015-09-11,93.790001,95.930000,93.739998,95.849998,85.022896,4623900
2015-09-14,95.860001,96.739998,95.580002,96.129997,85.271278,3066100
2015-09-15,96.209999,96.379997,95.250000,96.230003,85.359985,3267100
2015-09-16,96.309998,97.830002,96.300003,97.510002,86.495392,2783400
2015-09-17,97.349998,100.220001,97.199997,98.699997,87.550972,2993500
2015-09-18,98.739998,99.930000,97.260002,97.290001,86.300232,6386500
2015-09-21,97.510002,98.580002,97.410004,98.050003,86.974380,1970700
2015-09-22,97.279999,97.919998,96.580002,97.050003,86.087341,2501900
2015-09-23,97.110001,97.430000,96.660004,96.980003,86.025253,1619100
2015-09-24,96.610001,97.660004,96.470001,97.519997,86.504257,2927100
2015-09-25,97.730003,99.580002,97.169998,98.610001,87.471146,1899000
2015-09-28,98.440002,99.050003,97.300003,97.550003,86.530876,2215300
2015-09-29,97.529999,98.180000,96.430000,96.790001,85.856720,3330500
2015-09-30,96.620003,97.650002,96.620003,97.550003,86.530876,3797900
2015-10-01,97.790001,97.860001,95.839996,96.550003,85.643829,3207400
2015-10-02,97.099998,98.620003,96.599998,98.540001,87.409042,2823600
2015-10-05,98.949997,100.769997,98.550003,100.720001,89.342796,2580900
2015-10-06,100.410004,100.410004,99.500000,99.849998,88.571053,1972000
2015-10-07,100.050003,100.860001,99.750000,99.930000,88.642029,1632800
2015-10-08,99.559998,100.980003,99.199997,100.849998,89.458092,1751600
2015-10-09,100.800003,101.209999,100.239998,101.050003,89.635498,1739800
2015-10-12,101.050003,102.120003,101.000000,101.449997,89.990311,1799800
2015-10-13,101.269997,101.860001,100.949997,101.239998,89.804070,1264700
2015-10-14,101.330002,101.760002,100.690002,100.930000,89.529068,1201700
2015-10-15,101.430000,103.370003,101.250000,103.199997,91.542641,1794800
2015-10-16,103.779999,104.260002,103.129997,103.660004,91.950684,1626700
2015-10-19,103.599998,103.820000,102.550003,103.769997,92.048264,1275500
2015-10-20,103.510002,104.459999,103.199997,103.940002,92.199066,1387500
2015-10-21,104.300003,104.879997,103.910004,104.199997,92.429695,1166500
2015-10-22,104.470001,105.849998,104.180000,105.709999,93.769127,1677000
2015-10-23,105.559998,105.839996,104.370003,104.559998,92.749031,1711100
2015-10-26,104.779999,104.779999,103.269997,103.849998,92.119225,2381600
2015-10-27,103.720001,104.290001,103.470001,104.099998,92.340988,2103400
2015-10-28,104.099998,105.300003,101.519997,102.949997,91.320892,1934600
2015-10-29,102.650002,102.650002,101.000000,101.779999,90.283051,1697600
2015-10-30,101.839996,103.029999,101.529999,102.660004,91.063667,2202800
2015-11-02,102.760002,103.000000,101.410004,102.230003,90.682220,1688100
2015-11-03,101.750000,102.480003,101.360001,102.309998,90.753174,1273700
2015-11-04,102.320000,103.320000,102.099998,103.220001,91.560387,1500700
2015-11-05,103.040001,103.510002,102.040001,102.099998,90.566910,1583100
2015-11-06,100.650002,101.070000,97.449997,98.839996,87.675163,3070300
2015-11-09,98.629997,99.290001,98.260002,98.910004,87.737251,2139900
2015-11-10,98.879997,99.519997,98.639999,99.000000,87.817085,1686600
2015-11-11,99.089996,99.839996,98.769997,99.720001,88.455742,1744700
2015-11-12,99.699997,101.589996,99.470001,100.730003,89.351654,3298500
2015-11-13,100.800003,101.669998,100.220001,100.430000,89.085548,2411800
2015-11-16,100.500000,102.180000,100.139999,102.120003,90.584641,1629200
2015-11-17,102.040001,103.070000,100.510002,100.750000,89.369408,2421400
2015-11-18,100.750000,101.260002,98.550003,99.699997,88.438011,4806300
2015-11-19,99.849998,101.250000,99.629997,100.989998,89.582275,2318700
2015-11-20,100.959999,101.870003,100.570000,101.019997,89.608902,1762100
2015-11-23,101.000000,101.339996,100.230003,100.489998,89.138779,1757200
2015-11-24,99.300003,99.910004,98.650002,99.410004,88.861656,1698200
2015-11-25,99.180000,99.269997,98.529999,98.879997,89.077866,1097300
2015-11-27,99.120003,99.699997,99.019997,99.370003,89.519302,724900
2015-11-30,99.279999,100.500000,99.260002,99.860001,89.960724,2349500
2015-12-01,100.029999,100.959999,99.650002,100.570000,90.600334,1942200
2015-12-02,100.230003,100.430000,97.910004,97.989998,88.276115,2844900
2015-12-03,97.480003,98.010002,96.190002,96.419998,86.861732,2672200
2015-12-04,96.959999,98.309998,96.419998,98.139999,88.411240,3511600
2015-12-07,98.019997,98.709999,97.730003,98.570000,88.798599,2823100
2015-12-08,98.339996,99.480003,98.089996,99.339996,89.492264,2740000
2015-12-09,98.790001,99.809998,98.000000,98.760002,88.969757,3315300
2015-12-10,98.989998,98.989998,97.489998,97.599998,87.924767,1805600
2015-12-11,96.879997,97.730003,96.309998,97.410004,87.753593,1911700
2015-12-14,97.480003,98.389999,97.070000,97.980003,88.267090,3050300
2015-12-15,98.480003,99.269997,98.029999,98.720001,88.933739,2572400
2015-12-16,99.400002,103.919998,99.400002,103.650002,93.375000,4370900
2015-12-17,103.650002,104.430000,103.010002,103.410004,93.158813,2439100
2015-12-18,103.360001,103.400002,100.709999,102.110001,91.987671,4747800
2015-12-21,102.779999,102.959999,101.500000,102.300003,92.158844,2369000
2015-12-22,102.650002,103.290001,101.510002,102.910004,92.708366,1674700
2015-12-23,103.080002,104.309998,103.000000,103.980003,93.672302,1611200
2015-12-24,103.849998,104.150002,103.510002,103.930000,93.627251,552800
2015-12-28,103.680000,104.070000,103.300003,103.989998,93.681305,1634200
2015-12-29,104.650002,105.300003,104.470001,104.650002,94.275887,1110800
2015-12-30,104.650002,105.260002,104.459999,104.910004,94.510101,1409600
2015-12-31,104.910004,104.919998,103.029999,103.889999,93.591232,1436200
2016-01-04,102.870003,103.650002,102.339996,103.570000,93.302956,1929100
2016-01-05,103.690002,104.940002,102.199997,104.580002,94.212830,2228800
2016-01-06,103.889999,104.669998,103.500000,104.239998,93.906525,1745800
2016-01-07,103.190002,105.059998,103.029999,104.699997,94.320930,3217700
2016-01-08,104.870003,105.900002,104.750000,105.169998,94.744324,3595500
2016-01-11,105.320000,106.599998,105.110001,105.580002,95.113693,4099300
2016-01-12,105.769997,106.080002,104.339996,105.379997,94.933517,2154700
2016-01-13,105.680000,105.889999,103.739998,104.620003,94.248871,2573200
2016-01-14,104.809998,106.769997,104.379997,105.690002,95.212769,2495400
2016-01-15,105.440002,105.889999,104.080002,105.260002,94.825424,3815000
2016-01-19,105.459999,108.239998,105.129997,107.809998,97.122635,3824600
2016-01-20,106.860001,107.540001,103.349998,105.309998,94.870461,3466500
2016-01-21,105.430000,105.779999,103.860001,105.040001,94.627220,2196600
2016-01-22,105.800003,106.680000,105.010002,106.599998,96.032578,2350100
2016-01-25,106.720001,107.029999,105.470001,106.419998,95.870415,2133300
2016-01-26,106.599998,107.730003,105.860001,106.559998,95.996544,3068000
2016-01-27,106.879997,107.800003,106.209999,106.730003,96.149696,2749900
2016-01-28,105.760002,108.769997,105.529999,108.300003,97.564064,3671500
2016-01-29,109.389999,111.860001,108.800003,111.709999,100.636009,6156600
2016-02-01,111.639999,113.440002,110.790001,112.980003,101.780121,3779300
2016-02-02,112.050003,114.070000,112.000000,113.910004,102.617928,2755100
2016-02-03,114.129997,115.510002,113.680000,114.750000,103.374672,3383000
2016-02-04,113.919998,114.959999,112.550003,113.519997,102.266579,2928200
2016-02-05,113.300003,114.139999,112.220001,113.610001,102.347664,2751800
2016-02-08,113.639999,114.610001,112.800003,114.169998,102.852165,2574200
